"PLAYER","DATE","REASON","GAME_SALARY","attendance","SGV","PERCENTAGE_MIN_prior","PLAYED_RECENT_GAMES_72h_prior","AVG_TRAVEL_MILES_prior","total_miles_prior","total_minutes_prior","played_games_prior","games_prior","FGM_prior_sum","FGA_prior_sum","FG3M_prior_sum","FG3A_prior_sum","FTM_prior_sum","FTA_prior_sum","PF_prior_sum","PTS_prior_sum","STL_prior_sum","BLK_prior_sum","TO_prior_sum","OREB_prior_sum","DREB_prior_sum","AST_prior_sum","BLKA_prior_sum","PFD_prior_sum","POSS_prior_sum","SCREEN_ASSISTS_prior_sum","DEFLECTIONS_prior_sum","CHARGES_DRAWN_prior_sum","CONTESTED_SHOTS_2PT_prior_sum","CONTESTED_SHOTS_3PT_prior_sum","OFF_BOXOUTS_prior_sum","DEF_BOXOUTS_prior_sum","OFF_LOOSE_BALLS_RECOVERED_prior_sum","DEF_LOOSE_BALLS_RECOVERED_prior_sum","D_FGM_prior_sum","D_FGA_prior_sum","DRIVES_prior_sum","DIST_MILES_OFF_prior_sum","DIST_MILES_DEF_prior_sum","TOUCHES_prior_sum","PASSES_MADE_prior_sum","PASSES_RECEIVED_prior_sum","SECONDARY_AST_prior_sum","POTENTIAL_AST_prior_sum","FT_AST_prior_sum","OREB_CONTEST_prior_sum","OREB_CHANCES_prior_sum","DREB_CONTEST_prior_sum","DREB_CHANCES_prior_sum","prior_injury_episodes","prior_missed_games"
"Ben Simmons",2022-11-01,"Left Knee Soreness",432300.87804878,17732,30967938.53,0.663310185185185,1.66666666666667,749.551461287996,2248.65438386399,191.033333333333,6,7,15,34,0,1,7,15,26,37,7,4,16,6,33,44,2,18,399,22,14,0,19,11,0,5,2,3,47,81,21,6.9,6.3,434,379,277,0,71,0,3,16,5,51,0,1
"Ben Simmons",2022-11-04,"Left Knee Soreness",432300.87804878,17258,12115257.52,0.663310185185185,1.66666666666667,749.551461287996,2248.65438386399,191.033333333333,6,8,15,34,0,1,7,15,26,37,7,4,16,6,33,44,2,18,399,22,14,0,19,11,0,5,2,3,47,81,21,6.9,6.3,434,379,277,0,71,0,3,16,5,51,0,2
"Ben Simmons",2022-11-05,"Left Knee Soreness",432300.87804878,19398,11040952.96,0.663310185185185,1.66666666666667,749.551461287996,2248.65438386399,191.033333333333,6,9,15,34,0,1,7,15,26,37,7,4,16,6,33,44,2,18,399,22,14,0,19,11,0,5,2,3,47,81,21,6.9,6.3,434,379,277,0,71,0,3,16,5,51,0,3
"Ben Simmons",2022-11-13,"Left Knee Soreness",432300.87804878,18040,21496846.56,0.567862654320988,1.55555555555556,1166.80870495189,7000.85222971133,245.316666666667,9,13,20,45,0,1,7,15,37,47,10,5,20,10,46,53,2,21,508,32,20,0,23,17,0,9,4,3,55,103,23,9,7.9,543,473,343,2,85,0,6,22,11,75,1,4
"Ben Simmons",2022-11-30,"Left Knee Soreness",432300.87804878,15963,11982341.24,0.584170751633987,1.64705882352941,907.351927944473,11795.5750632782,476.683333333333,17,22,62,101,0,1,18,33,64,142,21,12,39,17,96,99,5,35,993,48,43,1,50,26,1,13,4,7,91,185,56,17.2,16.1,1079,918,705,9,169,4,11,41,21,152,2,5
"Ben Simmons",2022-12-02,"Left Knee Soreness",432300.87804878,17732,22449393.99,0.584170751633987,1.64705882352941,907.351927944473,11795.5750632782,476.683333333333,17,23,62,101,0,1,18,33,64,142,21,12,39,17,96,99,5,35,993,48,43,1,50,26,1,13,4,7,91,185,56,17.2,16.1,1079,918,705,9,169,4,11,41,21,152,2,6
"Ben Simmons",2022-12-04,"Left Knee Soreness",432300.87804878,18043,16780504.42,0.584170751633987,1.64705882352941,907.351927944473,11795.5750632782,476.683333333333,17,24,62,101,0,1,18,33,64,142,21,12,39,17,96,99,5,35,993,48,43,1,50,26,1,13,4,7,91,185,56,17.2,16.1,1079,918,705,9,169,4,11,41,21,152,2,7
"Ben Simmons",2022-12-07,"Left Knee Soreness",432300.87804878,16903,15390707.04,0.584170751633987,1.64705882352941,907.351927944473,11795.5750632782,476.683333333333,17,25,62,101,0,1,18,33,64,142,21,12,39,17,96,99,5,35,993,48,43,1,50,26,1,13,4,7,91,185,56,17.2,16.1,1079,918,705,9,169,4,11,41,21,152,2,8
"Ben Simmons",2022-12-10,"Left Knee/Calf Injury Management",432300.87804878,14280,19611203.46,0.575810185185185,1.61111111111111,907.351927944473,11795.5750632782,497.5,18,27,65,105,0,1,18,33,67,148,25,12,43,18,101,106,5,36,1039,51,45,1,51,26,1,14,4,7,99,197,58,18,16.8,1131,961,743,10,178,5,11,42,22,158,3,9
"Ben Simmons",2023-01-15,"Back Soreness",432300.87804878,18165,14940176.27,0.566252240143369,1.58064516129032,734.289410424929,18357.2352606232,842.583333333333,31,41,106,182,0,1,19,46,110,231,45,17,66,31,178,192,8,53,1757,83,88,1,83,41,2,19,6,10,156,339,102,30.4,28.5,1910,1622,1277,16,300,7,16,75,42,271,4,10
"Ben Simmons",2023-01-28,"Left Knee Soreness",432300.87804878,18100,26405557.01,0.568327702702703,1.59459459459459,790.057603522933,24491.7857092109,1009.35,37,48,124,219,0,1,25,56,127,273,53,21,88,36,205,237,10,70,2108,106,106,3,100,50,4,26,10,13,186,403,136,36.7,33.9,2319,1958,1585,22,360,11,18,85,47,314,5,11
"Ben Simmons",2023-01-30,"Left Knee Soreness",432300.87804878,17924,26090776.58,0.568327702702703,1.59459459459459,790.057603522933,24491.7857092109,1009.35,37,49,124,219,0,1,25,56,127,273,53,21,88,36,205,237,10,70,2108,106,106,3,100,50,4,26,10,13,186,403,136,36.7,33.9,2319,1958,1585,22,360,11,18,85,47,314,5,12
"Ben Simmons",2023-02-01,"Left Knee Soreness",432300.87804878,19156,31119778.82,0.568327702702703,1.59459459459459,790.057603522933,24491.7857092109,1009.35,37,50,124,219,0,1,25,56,127,273,53,21,88,36,205,237,10,70,2108,106,106,3,100,50,4,26,10,13,186,403,136,36.7,33.9,2319,1958,1585,22,360,11,18,85,47,314,5,13
"Ben Simmons",2023-02-04,"Left Knee Soreness",432300.87804878,17732,16769743.99,0.568327702702703,1.59459459459459,790.057603522933,24491.7857092109,1009.35,37,51,124,219,0,1,25,56,127,273,53,21,88,36,205,237,10,70,2108,106,106,3,100,50,4,26,10,13,186,403,136,36.7,33.9,2319,1958,1585,22,360,11,18,85,47,314,5,14
"Ben Simmons",2023-02-06,"Left Knee Soreness",432300.87804878,16981,30599824.92,0.568327702702703,1.59459459459459,790.057603522933,24491.7857092109,1009.35,37,52,124,219,0,1,25,56,127,273,53,21,88,36,205,237,10,70,2108,106,106,3,100,50,4,26,10,13,186,403,136,36.7,33.9,2319,1958,1585,22,360,11,18,85,47,314,5,15
"Ben Simmons",2023-02-24,"Left Knee Soreness",432300.87804878,21286,18141989.63,0.548148148148148,1.61904761904762,742.465416024728,24501.358728816,1105.06666666667,42,58,133,235,0,2,25,57,139,291,54,24,97,40,223,256,10,72,2300,117,110,3,109,54,4,29,10,14,207,440,146,40.3,36.8,2577,2191,1778,26,400,14,20,95,51,347,6,16
"Ben Simmons",2023-02-26,"Left Knee Soreness",432300.87804878,16983,16755368.09,0.548148148148148,1.61904761904762,742.465416024728,24501.358728816,1105.06666666667,42,59,133,235,0,2,25,57,139,291,54,24,97,40,223,256,10,72,2300,117,110,3,109,54,4,29,10,14,207,440,146,40.3,36.8,2577,2191,1778,26,400,14,20,95,51,347,6,17
"Ben Simmons",2023-02-28,"Left Knee Soreness",432300.87804878,17732,19658430.02,0.548148148148148,1.61904761904762,742.465416024728,24501.358728816,1105.06666666667,42,60,133,235,0,2,25,57,139,291,54,24,97,40,223,256,10,72,2300,117,110,3,109,54,4,29,10,14,207,440,146,40.3,36.8,2577,2191,1778,26,400,14,20,95,51,347,6,18
"Ben Simmons",2023-03-01,"Left Knee Soreness",432300.87804878,19812,26698297.17,0.548148148148148,1.61904761904762,742.465416024728,24501.358728816,1105.06666666667,42,61,133,235,0,2,25,57,139,291,54,24,97,40,223,256,10,72,2300,117,110,3,109,54,4,29,10,14,207,440,146,40.3,36.8,2577,2191,1778,26,400,14,20,95,51,347,6,19
"Ben Simmons",2023-03-03,"Left Knee Soreness",432300.87804878,19156,31119778.82,0.548148148148148,1.61904761904762,742.465416024728,24501.358728816,1105.06666666667,42,62,133,235,0,2,25,57,139,291,54,24,97,40,223,256,10,72,2300,117,110,3,109,54,4,29,10,14,207,440,146,40.3,36.8,2577,2191,1778,26,400,14,20,95,51,347,6,20
"Ben Simmons",2023-03-05,"Left Knee Soreness",432300.87804878,17921,15495192.58,0.548148148148148,1.61904761904762,742.465416024728,24501.358728816,1105.06666666667,42,63,133,235,0,2,25,57,139,291,54,24,97,40,223,256,10,72,2300,117,110,3,109,54,4,29,10,14,207,440,146,40.3,36.8,2577,2191,1778,26,400,14,20,95,51,347,6,21
"Ben Simmons",2023-03-07,"Left Knee Soreness",432300.87804878,14833,16521176.27,0.548148148148148,1.61904761904762,742.465416024728,24501.358728816,1105.06666666667,42,64,133,235,0,2,25,57,139,291,54,24,97,40,223,256,10,72,2300,117,110,3,109,54,4,29,10,14,207,440,146,40.3,36.8,2577,2191,1778,26,400,14,20,95,51,347,6,22
"Ben Simmons",2023-03-09,"Left Knee Soreness",432300.87804878,17341,19618298.54,0.548148148148148,1.61904761904762,742.465416024728,24501.358728816,1105.06666666667,42,65,133,235,0,2,25,57,139,291,54,24,97,40,223,256,10,72,2300,117,110,3,109,54,4,29,10,14,207,440,146,40.3,36.8,2577,2191,1778,26,400,14,20,95,51,347,6,23
"Ben Simmons",2023-03-10,"Left Knee Soreness",432300.87804878,17136,15930701.71,0.548148148148148,1.61904761904762,742.465416024728,24501.358728816,1105.06666666667,42,66,133,235,0,2,25,57,139,291,54,24,97,40,223,256,10,72,2300,117,110,3,109,54,4,29,10,14,207,440,146,40.3,36.8,2577,2191,1778,26,400,14,20,95,51,347,6,24
"Ben Simmons",2023-03-12,"Left Knee Soreness",432300.87804878,19739,20756764.59,0.548148148148148,1.61904761904762,742.465416024728,24501.358728816,1105.06666666667,42,67,133,235,0,2,25,57,139,291,54,24,97,40,223,256,10,72,2300,117,110,3,109,54,4,29,10,14,207,440,146,40.3,36.8,2577,2191,1778,26,400,14,20,95,51,347,6,25
"Ben Simmons",2023-03-14,"Left Knee Soreness",432300.87804878,16976,14818139.62,0.548148148148148,1.61904761904762,742.465416024728,24501.358728816,1105.06666666667,42,68,133,235,0,2,25,57,139,291,54,24,97,40,223,256,10,72,2300,117,110,3,109,54,4,29,10,14,207,440,146,40.3,36.8,2577,2191,1778,26,400,14,20,95,51,347,6,26
"Ben Simmons",2023-03-16,"Left Knee Soreness",432300.87804878,18172,20305470.76,0.548148148148148,1.61904761904762,742.465416024728,24501.358728816,1105.06666666667,42,69,133,235,0,2,25,57,139,291,54,24,97,40,223,256,10,72,2300,117,110,3,109,54,4,29,10,14,207,440,146,40.3,36.8,2577,2191,1778,26,400,14,20,95,51,347,6,27
"Ben Simmons",2023-03-19,"Left Knee Soreness",432300.87804878,18235,20602396.96,0.548148148148148,1.61904761904762,742.465416024728,24501.358728816,1105.06666666667,42,70,133,235,0,2,25,57,139,291,54,24,97,40,223,256,10,72,2300,117,110,3,109,54,4,29,10,14,207,440,146,40.3,36.8,2577,2191,1778,26,400,14,20,95,51,347,6,28
"Ben Simmons",2023-03-21,"Left Knee Soreness",432300.87804878,17732,26391236.1,0.548148148148148,1.61904761904762,742.465416024728,24501.358728816,1105.06666666667,42,71,133,235,0,2,25,57,139,291,54,24,97,40,223,256,10,72,2300,117,110,3,109,54,4,29,10,14,207,440,146,40.3,36.8,2577,2191,1778,26,400,14,20,95,51,347,6,29
"Ben Simmons",2023-03-23,"Left Knee Soreness",432300.87804878,17732,15704813.99,0.548148148148148,1.61904761904762,742.465416024728,24501.358728816,1105.06666666667,42,72,133,235,0,2,25,57,139,291,54,24,97,40,223,256,10,72,2300,117,110,3,109,54,4,29,10,14,207,440,146,40.3,36.8,2577,2191,1778,26,400,14,20,95,51,347,6,30
"Ben Simmons",2023-03-25,"Left Knee Soreness",432300.87804878,19680,16073302.92,0.548148148148148,1.61904761904762,742.465416024728,24501.358728816,1105.06666666667,42,73,133,235,0,2,25,57,139,291,54,24,97,40,223,256,10,72,2300,117,110,3,109,54,4,29,10,14,207,440,146,40.3,36.8,2577,2191,1778,26,400,14,20,95,51,347,6,31
"Ben Simmons",2023-03-26,"Left Knee Soreness",432300.87804878,17862,15940876.94,0.548148148148148,1.61904761904762,742.465416024728,24501.358728816,1105.06666666667,42,74,133,235,0,2,25,57,139,291,54,24,97,40,223,256,10,72,2300,117,110,3,109,54,4,29,10,14,207,440,146,40.3,36.8,2577,2191,1778,26,400,14,20,95,51,347,6,32
"Ben Simmons",2023-03-29,"Left Knee Soreness",432300.87804878,17074,16751188.15,0.548148148148148,1.61904761904762,742.465416024728,24501.358728816,1105.06666666667,42,75,133,235,0,2,25,57,139,291,54,24,97,40,223,256,10,72,2300,117,110,3,109,54,4,29,10,14,207,440,146,40.3,36.8,2577,2191,1778,26,400,14,20,95,51,347,6,33
"Ben Simmons",2023-03-31,"Left Knee Soreness",432300.87804878,17849,16844252.64,0.548148148148148,1.61904761904762,742.465416024728,24501.358728816,1105.06666666667,42,76,133,235,0,2,25,57,139,291,54,24,97,40,223,256,10,72,2300,117,110,3,109,54,4,29,10,14,207,440,146,40.3,36.8,2577,2191,1778,26,400,14,20,95,51,347,6,34
"Ben Simmons",2023-04-02,"Left Knee Soreness",432300.87804878,17732,15300513.99,0.548148148148148,1.61904761904762,742.465416024728,24501.358728816,1105.06666666667,42,77,133,235,0,2,25,57,139,291,54,24,97,40,223,256,10,72,2300,117,110,3,109,54,4,29,10,14,207,440,146,40.3,36.8,2577,2191,1778,26,400,14,20,95,51,347,6,35
"Ben Simmons",2023-04-04,"Left Knee Soreness",432300.87804878,17893,16008398.71,0.548148148148148,1.61904761904762,742.465416024728,24501.358728816,1105.06666666667,42,78,133,235,0,2,25,57,139,291,54,24,97,40,223,256,10,72,2300,117,110,3,109,54,4,29,10,14,207,440,146,40.3,36.8,2577,2191,1778,26,400,14,20,95,51,347,6,36
"Ben Simmons",2023-04-05,"Left Knee Soreness",432300.87804878,18313,16149276.7,0.548148148148148,1.61904761904762,742.465416024728,24501.358728816,1105.06666666667,42,79,133,235,0,2,25,57,139,291,54,24,97,40,223,256,10,72,2300,117,110,3,109,54,4,29,10,14,207,440,146,40.3,36.8,2577,2191,1778,26,400,14,20,95,51,347,6,37
"Ben Simmons",2023-04-07,"Left Knee Soreness",432300.87804878,18177,15973207.92,0.548148148148148,1.61904761904762,742.465416024728,24501.358728816,1105.06666666667,42,80,133,235,0,2,25,57,139,291,54,24,97,40,223,256,10,72,2300,117,110,3,109,54,4,29,10,14,207,440,146,40.3,36.8,2577,2191,1778,26,400,14,20,95,51,347,6,38
"Ben Simmons",2023-04-09,"Left Knee Soreness",432300.87804878,17732,21867190.02,0.548148148148148,1.61904761904762,742.465416024728,24501.358728816,1105.06666666667,42,81,133,235,0,2,25,57,139,291,54,24,97,40,223,256,10,72,2300,117,110,3,109,54,4,29,10,14,207,440,146,40.3,36.8,2577,2191,1778,26,400,14,20,95,51,347,6,39
"Bennedict Mathurin",2023-03-11,"Right Ankle Sprain",80326.8292682927,20190,5216792.295,0.578399668325042,1.77611940298507,687.913273549617,29580.2707626335,1860.13333333333,67,67,354,828,88,279,319,386,136,1115,40,8,119,73,196,94,73,265,3995,18,72,2,92,106,5,32,19,19,315,668,491,74.7,66.1,2748,1550,2020,18,180,15,41,211,33,327,0,0
"Bennedict Mathurin",2023-03-13,"Right Ankle Sprain",80326.8292682927,18313,5024140.669,0.578399668325042,1.77611940298507,687.913273549617,29580.2707626335,1860.13333333333,67,68,354,828,88,279,319,386,136,1115,40,8,119,73,196,94,73,265,3995,18,72,2,92,106,5,32,19,19,315,668,491,74.7,66.1,2748,1550,2020,18,180,15,41,211,33,327,0,1
"Bennedict Mathurin",2023-03-16,"Right Ankle Sprain",80326.8292682927,17797,8539965.462,0.578399668325042,1.77611940298507,687.913273549617,29580.2707626335,1860.13333333333,67,69,354,828,88,279,319,386,136,1115,40,8,119,73,196,94,73,265,3995,18,72,2,92,106,5,32,19,19,315,668,491,74.7,66.1,2748,1550,2020,18,180,15,41,211,33,327,0,2
"Bennedict Mathurin",2023-03-18,"Right Ankle Sprain",80326.8292682927,17274,10695045.76,0.578399668325042,1.77611940298507,687.913273549617,29580.2707626335,1860.13333333333,67,70,354,828,88,279,319,386,136,1115,40,8,119,73,196,94,73,265,3995,18,72,2,92,106,5,32,19,19,315,668,491,74.7,66.1,2748,1550,2020,18,180,15,41,211,33,327,0,3
"Bismack Biyombo",2022-12-30,"Right Knee Soreness",35437.2073170732,19800,12468103.45,0.285810185185185,1.73333333333333,801.504420866724,13625.5751547343,411.566666666667,30,36,48,83,0,0,13,38,61,109,10,41,29,33,78,26,3,44,835,76,26,0,151,20,4,41,4,2,103,225,2,16,13.9,646,523,341,2,40,1,24,84,25,135,0,0
"Bismack Biyombo",2023-01-02,"Right Knee Soreness",35437.2073170732,19812,11898915.11,0.285810185185185,1.73333333333333,801.504420866724,13625.5751547343,411.566666666667,30,37,48,83,0,0,13,38,61,109,10,41,29,33,78,26,3,44,835,76,26,0,151,20,4,41,4,2,103,225,2,16,13.9,646,523,341,2,40,1,24,84,25,135,0,1
"Bismack Biyombo",2023-01-06,"Right Knee Soreness",35437.2073170732,17071,21694106.43,0.282952508960574,1.70967741935484,779.414374084394,14029.4587335191,421.033333333333,31,39,48,83,0,0,13,40,62,109,10,41,30,33,81,26,3,45,855,78,26,0,152,20,4,41,4,2,104,227,2,16.4,14.2,658,534,349,2,41,1,24,86,25,139,1,2
"Bismack Biyombo",2023-01-08,"Right Knee Soreness",35437.2073170732,17071,10049260.24,0.282952508960574,1.70967741935484,779.414374084394,14029.4587335191,421.033333333333,31,40,48,83,0,0,13,40,62,109,10,41,30,33,81,26,3,45,855,78,26,0,152,20,4,41,4,2,104,227,2,16.4,14.2,658,534,349,2,41,1,24,86,25,139,1,3
"Bismack Biyombo",2023-02-03,"Right Knee Soreness",35437.2073170732,19156,21993452.69,0.295445736434109,1.72093023255814,799.492813096884,19987.3203274221,609.8,43,53,75,134,0,0,16,49,82,166,13,57,40,49,127,41,5,61,1251,96,33,0,222,34,6,50,7,4,154,344,3,23.6,20.7,989,795,562,2,64,1,34,117,40,225,2,4
"Bismack Biyombo",2023-02-04,"Right Knee Soreness",35437.2073170732,19788,10712957.83,0.295445736434109,1.72093023255814,799.492813096884,19987.3203274221,609.8,43,54,75,134,0,0,16,49,82,166,13,57,40,49,127,41,5,61,1251,96,33,0,222,34,6,50,7,4,154,344,3,23.6,20.7,989,795,562,2,64,1,34,117,40,225,2,5
"Bismack Biyombo",2023-02-07,"Right Knee Soreness",35437.2073170732,17093,35508188.84,0.295445736434109,1.72093023255814,799.492813096884,19987.3203274221,609.8,43,55,75,134,0,0,16,49,82,166,13,57,40,49,127,41,5,61,1251,96,33,0,222,34,6,50,7,4,154,344,3,23.6,20.7,989,795,562,2,64,1,34,117,40,225,2,6
"Bismack Biyombo",2023-02-14,"Right Knee Soreness",35437.2073170732,17071,14604756.26,0.291489197530864,1.71111111111111,783.706538191136,21160.0765311607,629.616666666667,45,58,77,136,0,0,16,51,83,170,14,59,42,51,132,41,5,62,1290,97,35,0,230,34,7,51,7,5,159,353,4,24.4,21.4,1029,827,583,2,66,1,36,121,40,234,3,7
"Bismack Biyombo",2023-02-24,"Right Knee Soreness",35437.2073170732,17071,26299942.45,0.290625,1.69565217391304,783.706538191136,21160.0765311607,641.7,46,60,79,138,0,0,16,51,84,174,15,59,43,51,136,43,5,63,1317,98,36,0,232,34,7,55,7,5,163,359,4,24.9,21.8,1061,856,600,3,70,1,36,123,43,238,4,8
"Bismack Biyombo",2023-02-26,"Right Knee Soreness",35437.2073170732,17636,30963768.98,0.290625,1.69565217391304,783.706538191136,21160.0765311607,641.7,46,61,79,138,0,0,16,51,84,174,15,59,43,51,136,43,5,63,1317,98,36,0,232,34,7,55,7,5,163,359,4,24.9,21.8,1061,856,600,3,70,1,36,123,43,238,4,9
"Bismack Biyombo",2023-03-01,"Right Knee Soreness",35437.2073170732,19137,10032290.45,0.290625,1.69565217391304,783.706538191136,21160.0765311607,641.7,46,62,79,138,0,0,16,51,84,174,15,59,43,51,136,43,5,63,1317,98,36,0,232,34,7,55,7,5,163,359,4,24.9,21.8,1061,856,600,3,70,1,36,123,43,238,4,10
"Bismack Biyombo",2023-03-03,"Right Knee Soreness",35437.2073170732,21169,12542270.98,0.290625,1.69565217391304,783.706538191136,21160.0765311607,641.7,46,63,79,138,0,0,16,51,84,174,15,59,43,51,136,43,5,63,1317,98,36,0,232,34,7,55,7,5,163,359,4,24.9,21.8,1061,856,600,3,70,1,36,123,43,238,4,11
"Bismack Biyombo",2023-03-05,"Right Knee Soreness",35437.2073170732,20311,26632489.75,0.290625,1.69565217391304,783.706538191136,21160.0765311607,641.7,46,64,79,138,0,0,16,51,84,174,15,59,43,51,136,43,5,63,1317,98,36,0,232,34,7,55,7,5,163,359,4,24.9,21.8,1061,856,600,3,70,1,36,123,43,238,4,12
"Bismack Biyombo",2023-03-16,"Right Knee Soreness",35437.2073170732,17071,16352566.32,0.279736111111111,1.68,778.254430473954,23347.6329142186,671.366666666667,50,69,82,145,0,0,16,51,89,180,15,61,44,54,140,45,5,64,1381,103,37,0,239,36,7,55,7,5,171,372,4,26,22.9,1111,898,623,3,73,1,38,130,43,247,5,13
"Bismack Biyombo",2023-04-09,"Right Knee Bone Contusion",35437.2073170732,17071,18940766.26,0.298531420765027,1.70491803278689,754.304488745169,29417.8750610616,874.1,61,81,119,206,0,0,25,70,114,263,18,88,51,89,171,56,11,82,1805,142,44,0,299,50,11,64,11,7,227,487,6,34.1,29.8,1408,1113,762,5,86,1,60,197,46,314,6,14
"Blake Wesley",2022-11-02,"Left MCL Sprain",30195.9493670886,12155,19815777.59,0.244618055555555,1.5,1111.47282984029,1111.47282984029,23.4833333333333,2,7,6,9,2,3,2,4,3,16,0,0,2,1,1,4,0,2,52,0,1,0,2,3,0,0,0,0,6,9,7,1.2,0.8,53,40,44,2,10,1,1,1,0,1,0,0
"Blake Wesley",2022-11-04,"Left MCL Sprain",30195.9493670886,12603,8191177.385,0.244618055555555,1.5,1111.47282984029,1111.47282984029,23.4833333333333,2,8,6,9,2,3,2,4,3,16,0,0,2,1,1,4,0,2,52,0,1,0,2,3,0,0,0,0,6,9,7,1.2,0.8,53,40,44,2,10,1,1,1,0,1,0,1
"Blake Wesley",2022-11-05,"Left MCL Sprain",30195.9493670886,19641,9473830.032,0.244618055555555,1.5,1111.47282984029,1111.47282984029,23.4833333333333,2,9,6,9,2,3,2,4,3,16,0,0,2,1,1,4,0,2,52,0,1,0,2,3,0,0,0,0,6,9,7,1.2,0.8,53,40,44,2,10,1,1,1,0,1,0,2
"Blake Wesley",2022-11-07,"Left MCL Sprain",30195.9493670886,11574,8645848.857,0.244618055555555,1.5,1111.47282984029,1111.47282984029,23.4833333333333,2,10,6,9,2,3,2,4,3,16,0,0,2,1,1,4,0,2,52,0,1,0,2,3,0,0,0,0,6,9,7,1.2,0.8,53,40,44,2,10,1,1,1,0,1,0,3
"Blake Wesley",2022-11-09,"Left MCL Sprain",30195.9493670886,13507,7696068.213,0.244618055555555,1.5,1111.47282984029,1111.47282984029,23.4833333333333,2,11,6,9,2,3,2,4,3,16,0,0,2,1,1,4,0,2,52,0,1,0,2,3,0,0,0,0,6,9,7,1.2,0.8,53,40,44,2,10,1,1,1,0,1,0,4
"Blake Wesley",2022-11-11,"Left MCL Sprain",30195.9493670886,15642,8171040.457,0.244618055555555,1.5,1111.47282984029,1111.47282984029,23.4833333333333,2,12,6,9,2,3,2,4,3,16,0,0,2,1,1,4,0,2,52,0,1,0,2,3,0,0,0,0,6,9,7,1.2,0.8,53,40,44,2,10,1,1,1,0,1,0,5
"Blake Wesley",2022-11-14,"Left MCL Sprain",30195.9493670886,18064,5506803.794,0.244618055555555,1.5,1111.47282984029,1111.47282984029,23.4833333333333,2,13,6,9,2,3,2,4,3,16,0,0,2,1,1,4,0,2,52,0,1,0,2,3,0,0,0,0,6,9,7,1.2,0.8,53,40,44,2,10,1,1,1,0,1,0,6
"Blake Wesley",2022-11-15,"Left MCL Sprain",30195.9493670886,19012,8910130.697,0.244618055555555,1.5,1111.47282984029,1111.47282984029,23.4833333333333,2,14,6,9,2,3,2,4,3,16,0,0,2,1,1,4,0,2,52,0,1,0,2,3,0,0,0,0,6,9,7,1.2,0.8,53,40,44,2,10,1,1,1,0,1,0,7
"Blake Wesley",2022-11-17,"Left MCL Sprain",30195.9493670886,16522,4257405.916,0.244618055555555,1.5,1111.47282984029,1111.47282984029,23.4833333333333,2,15,6,9,2,3,2,4,3,16,0,0,2,1,1,4,0,2,52,0,1,0,2,3,0,0,0,0,6,9,7,1.2,0.8,53,40,44,2,10,1,1,1,0,1,0,8
"Blake Wesley",2022-11-19,"Left MCL Sprain",30195.9493670886,18581,8804747.667,0.244618055555555,1.5,1111.47282984029,1111.47282984029,23.4833333333333,2,16,6,9,2,3,2,4,3,16,0,0,2,1,1,4,0,2,52,0,1,0,2,3,0,0,0,0,6,9,7,1.2,0.8,53,40,44,2,10,1,1,1,0,1,0,9
"Blake Wesley",2022-11-20,"Left MCL Sprain",30195.9493670886,18211,8766771.588,0.244618055555555,1.5,1111.47282984029,1111.47282984029,23.4833333333333,2,17,6,9,2,3,2,4,3,16,0,0,2,1,1,4,0,2,52,0,1,0,2,3,0,0,0,0,6,9,7,1.2,0.8,53,40,44,2,10,1,1,1,0,1,0,10
"Blake Wesley",2022-11-23,"Left MCL Sprain",30195.9493670886,14947,7886617.01,0.244618055555555,1.5,1111.47282984029,1111.47282984029,23.4833333333333,2,18,6,9,2,3,2,4,3,16,0,0,2,1,1,4,0,2,52,0,1,0,2,3,0,0,0,0,6,9,7,1.2,0.8,53,40,44,2,10,1,1,1,0,1,0,11
"Blake Wesley",2022-11-25,"Left MCL Sprain",30195.9493670886,18354,8781448.829,0.244618055555555,1.5,1111.47282984029,1111.47282984029,23.4833333333333,2,19,6,9,2,3,2,4,3,16,0,0,2,1,1,4,0,2,52,0,1,0,2,3,0,0,0,0,6,9,7,1.2,0.8,53,40,44,2,10,1,1,1,0,1,0,12
"Blake Wesley",2022-11-26,"Left MCL Sprain",30195.9493670886,18354,8781448.829,0.244618055555555,1.5,1111.47282984029,1111.47282984029,23.4833333333333,2,20,6,9,2,3,2,4,3,16,0,0,2,1,1,4,0,2,52,0,1,0,2,3,0,0,0,0,6,9,7,1.2,0.8,53,40,44,2,10,1,1,1,0,1,0,13
"Blake Wesley",2022-11-30,"Left MCL Sprain",30195.9493670886,15605,3404546.821,0.244618055555555,1.5,1111.47282984029,1111.47282984029,23.4833333333333,2,21,6,9,2,3,2,4,3,16,0,0,2,1,1,4,0,2,52,0,1,0,2,3,0,0,0,0,6,9,7,1.2,0.8,53,40,44,2,10,1,1,1,0,1,0,14
"Blake Wesley",2022-12-02,"Left MCL Sprain",30195.9493670886,17202,8118065.82,0.244618055555555,1.5,1111.47282984029,1111.47282984029,23.4833333333333,2,22,6,9,2,3,2,4,3,16,0,0,2,1,1,4,0,2,52,0,1,0,2,3,0,0,0,0,6,9,7,1.2,0.8,53,40,44,2,10,1,1,1,0,1,0,15
